#name	value
uc011ipf.2	NM_001623
uc011ipg.2	NM_032955
uc011iph.1	NM_080686
uc011ipi.2	NM_080686
uc011ipj.2	NM_004638
uc011ipk.2	NR_002971
uc031svg.1	NR_045828
uc011ips.3	NM_001256169
uc011ipt.2	NM_019101
uc011ipz.1	NM_001320
uc011iqa.2	NM_001320
uc021zug.1	NM_001320
uc011iqb.1	NM_001320
uc031svh.1	NM_001320
uc031svi.1	NM_001320
uc031svj.1	NM_001320
uc031svk.1	NM_021221
uc031svl.1	NM_021221
uc031svm.1	NM_021221
uc011iqd.1	NM_021221
uc011iqo.1	NM_001003693
uc011iqp.1	NM_001003693
uc011iqu.1	NM_021246
uc011iqv.1	NM_021246
uc021zui.1	NM_138272
uc011iqy.2	NM_138272
uc011iqz.2	NM_025260
uc011ira.2	NM_138275
uc011irb.2	NM_138273
uc011irc.2	NM_138274
uc011ird.2	NM_138277
uc011iri.2	NM_025259
uc011irm.2	NM_025259
uc011irj.2	NM_172166
uc011irk.2	NM_172165
uc011irl.2	NM_172166
uc011irn.1	NM_172166
uc011iro.1	NM_172166
uc011iru.2	NM_005345
uc011iry.1	NM_005346
uc011irz.2	NM_001040437
uc011isa.2	NM_001040438
uc011isb.2	NM_001040438
uc011isc.1	NR_002745
uc011isd.2	NR_002742
uc011isu.1	NR_073063
uc011isv.2	NR_073063
uc011isx.2	NM_001178063
uc011isy.2	NM_000063
uc011isz.2	NM_000063
uc011ita.2	NM_001145903
uc011itb.2	NM_001178063
uc011itd.2	NM_001710
uc011ite.2	NM_001178063
uc011itf.1	NM_001710
uc011itg.1	NM_001710
uc011ith.2	NM_001710
uc011itm.1	NM_006929
uc011itn.1	NM_006929
uc011ito.1	NM_006929
uc011itv.2	NR_026717
uc011itx.2	NM_004197
uc011ity.1	NR_026717
uc011iua.2	NM_032454
uc011itz.2	NM_004197
uc011iub.1	NM_004197
uc011iuc.2	NM_001242823
uc011iud.2	NM_001252204
uc011iue.1	NM_001252204
uc011iuf.3	NM_001242823
uc011iug.2	NM_000500
uc011iuh.2	NM_001128590
uc021zul.1	NR_040090
uc011iup.2	NM_138717
uc011iuq.2	NM_005155
uc011iut.2	NM_001204103
uc021zup.1	NR_037861
uc011ius.2	NM_005155
uc011iuv.1	NM_005155
uc011iuw.1	NM_030652
uc011iux.1	NM_030652
uc011ivg.2	NM_006913
uc031svn.1	NM_006913
uc021zux.1	NR_044996
uc011iwy.2	NM_019111
uc021zva.1	NM_020056
uc021zvb.1	NR_037175
uc021zvc.1	NR_037173
uc021zvd.1	NR_037176
uc021zve.1	NR_037174
uc011ixw.2	NM_002800
uc011ixx.2	NM_002800
uc011ixz.2	NR_037177
uc021zvf.1	NR_037178
uc011iyj.2	NM_005104
uc011iyk.1	NM_001113182
uc011iyl.2	NM_001113182
uc011iyn.2	NR_037625
uc011iym.2	NM_001113182
uc011iyo.2	NM_001199455
uc021zvg.1	NM_001199456
uc011iyv.2	NM_002121
uc011iyw.2	NM_002121
uc011iyx.2	NM_002121
uc021zvj.1	NR_001435
uc011iyy.1	NM_002121
uc011iyz.1	NR_001435
uc011iza.1	NR_001435
uc011izo.2	NM_001077516
uc011izp.2	NM_006979
uc011izq.2	NM_001077516
uc011izs.2	NM_014234
uc011izt.1	NR_029633
uc011izu.1	NM_002931
uc011izv.1	NM_002931
uc011izw.2	NM_002931
uc011izx.2	NM_002931
uc021zvl.1	NR_044997
uc011jad.1	NM_022551
uc011jae.1	NM_022551
uc011jag.1	NM_003782
uc011jal.2	NM_001265596
uc011jak.2	NM_014260
uc031svo.1	NM_001265595
uc021zvm.1	NM_001185181
uc011jbf.1	NM_002263
uc011jbg.1	NM_002263
uc011idt.1	NR_033379
uc011idu.2	NM_006510
uc011idv.2	NM_006510
uc011idw.1	NM_006510
uc011idx.1	NM_001010877
uc011idy.1	NM_001010877
uc011idz.1	NM_001010877
uc011iea.1	NM_030903
uc011ieb.2	NM_001005226
uc011iee.2	NM_013937
uc011iel.2	NM_052967
uc011ien.2	NM_006398
uc011ieo.2	NM_021903
uc011ier.2	NM_021903
uc011ies.2	NM_001470
uc011iet.2	NM_021904
uc011ieu.2	NM_021903
uc011iev.1	NM_001470
uc011ifn.2	NM_001109809
uc011ifu.1	NR_026972
uc011ifv.1	NR_026973
uc011ifw.2	NR_026972
uc011ifx.2	NR_001590
uc011igo.1	NR_001317
uc011ihb.2	NR_026751
uc011ihc.2	NR_026751
uc011ihg.1	NR_026751
uc011ihh.2	NR_026751
uc011ihn.2	NM_170769
uc011iho.2	NM_025236
uc011ihp.2	NM_007028
uc011ihq.2	NM_007028
uc011ihv.2	NM_052828
uc011ihw.2	NM_006778
uc011ihy.2	NM_003449
uc011ihz.2	NM_003449
uc011iib.2	NM_001242783
uc011iia.2	NM_003449
uc011iic.1	NM_003449
uc031suv.1	NR_052012
uc011iif.2	NR_024052
uc011iig.2	NR_024053
uc031suw.1	NR_102326
uc031sux.1	NR_102327
uc011iit.2	NM_005275
uc011iiu.2	NM_005275
uc011iiv.2	NM_005275
uc011iiw.2	NM_005275
uc011ije.3	NR_072994
uc011ijd.3	NM_002714
uc011ijt.2	NM_001164239
uc011iju.2	NM_001164239
uc011ijv.2	NM_003587
uc011ijw.2	NM_001134870
uc011ijx.2	NM_133471
uc031suy.1	NM_001270709
uc031suz.1	NM_001270707
uc031sva.1	NM_001270709
uc031svb.1	NM_007243
uc031svc.1	NM_001270708
uc031svd.1	NM_001270710
uc011ika.3	NM_001270710
uc011ijy.3	NM_007243
uc011ikb.2	NM_014641
uc011ikc.2	NM_014641
uc011ikd.1	NM_014641
uc011ike.1	NM_014641
uc011ikf.1	NM_014641
uc011ikj.2	NM_005803
uc011ikk.2	NM_005803
uc011ikl.2	NM_003897
uc011ilp.2	NM_205854
uc011ilu.2	NM_014070
uc011ilx.2	NM_001264
uc011ilz.2	NM_014069
uc011ima.2	NM_019052
uc011imb.2	NM_001105563
uc011imc.2	NM_001105564
uc011imd.2	NM_019052
uc011ime.1	NM_019052
uc011imh.2	NM_203289
uc011imi.2	NM_203289
uc021ztw.1	NM_001173531
uc011imj.2	NM_002701
uc011imm.1	NR_026816
uc011imp.2	NM_002117
uc011ims.2	NM_002117
uc011imr.2	NM_002117
uc021ztx.1	NM_002117
uc011imw.1	NM_002117
uc011imy.2	NM_005514
uc011imz.2	NM_005514
uc011ina.1	NM_005514
uc011inb.1	NM_005514
uc011ink.2	NM_080598
uc011inn.2	NM_004640
uc011ino.2	NM_080598
uc011inm.2	NR_037852
uc011inp.2	NM_080598
uc011inq.1	NM_080598
uc011inr.1	NM_080598
uc011ins.1	NM_004640
uc011int.1	NR_037852
uc011inu.1	NR_003140
uc011inv.1	NM_080598
uc011inw.1	NR_003065
uc011inx.2	NM_138282
uc011iny.2	NM_130463
uc021zuc.1	NM_001204078
uc011iom.2	NM_002341
uc011ion.2	NM_009588
uc011ipb.1	NM_147130
uc011ipc.1	NM_001145466
uc011ipd.1	NM_001145467
uc011ipl.1	NM_001098534
uc011ipm.1	NM_004639
uc011ipo.1	NM_080702
uc011ipn.1	NM_080703
uc011ipp.1	NM_001199698
uc011ipq.1	NM_001199697
uc011ipu.1	NM_021184
uc011ipv.2	NM_033177
uc021zuf.1	NM_001199240
uc011ipw.2	NM_001199238
uc011ipx.2	NM_001199239
uc011ipy.2	NM_001199237
uc011iqe.2	NM_025262
uc011iqf.1	NM_025262
uc011iqg.1	NM_025262
uc011iqh.2	NM_021160
uc011iqi.2	NM_001177515
uc011iqj.2	NM_021160
uc011iqm.2	NM_001177515
uc011iql.2	NM_021160
uc011iqn.2	NM_021160
uc021zuh.1	NR_039789
uc011iqq.1	NR_024541
uc011iqr.1	NR_003673
uc011iqt.1	NR_003673
uc011iqs.1	NR_003673
uc011iqw.2	NM_025261
uc011iqx.2	NM_025261
uc011ire.2	NM_013974
uc011irf.2	NM_013974
uc011irg.2	NM_001288
uc011irh.2	NM_001288
uc011irp.1	NM_006295
uc011irq.1	NM_006295
uc011irr.2	NM_021177
uc011irs.2	NM_005527
uc011irt.2	NM_005527
uc011ise.2	NM_000434
uc011isk.2	NM_001178045
uc011isj.1	NM_025257
uc011isl.2	NM_001178044
uc011iso.2	NM_025256
uc011isp.2	NM_006709
uc011isq.2	NM_025256
uc011isr.2	NM_006709
uc011iss.2	NM_025256
uc011ist.1	NM_025256
uc011isw.1	NM_181842
uc011iti.2	NM_002904
uc011itj.2	NM_002904
uc021zuk.1	NR_031601
uc011itq.1	NM_005510
uc011itr.1	NM_005510
uc011itu.1	NM_005510
uc011itw.1	NM_005510
uc011iui.1	NM_032470
uc011iuj.1	NM_032470
uc011iuk.1	NM_019105
uc011iul.2	NM_030651
uc011ium.2	NM_030651
uc011iun.2	NM_030651
uc021zum.1	NR_037171
uc021zun.1	NR_037170
uc011iuo.2	NR_037172
uc021zuo.1	NR_037169
uc011iuz.2	NM_006411
uc011iva.2	NM_006411
uc011ivc.2	NM_032741
uc011ivd.2	NM_032741
uc011ive.1	NM_032741
uc011ivf.2	NM_006411
uc021zuq.1	NR_038190
uc021zur.1	NR_038190
uc011ivr.2	NM_001206934
uc011ivp.2	NM_172197
uc011ivn.2	NM_001206954
uc011ivs.2	NM_001206936
uc021zus.1	NR_038190
uc011ivu.2	NM_001206954
uc021zut.1	NR_038190
uc021zuu.1	NM_001206966
uc011ivk.2	NM_001206936
uc011ivj.2	NM_001136
uc011ivq.2	NM_001206929
uc021zuv.1	NM_001206966
uc011ivo.2	NM_001136
uc011ivw.2	NM_001206940
uc011ivv.2	NM_001206936
uc011ivl.2	NM_001136
uc011ivm.2	NM_001206954
uc011ivi.2	NM_001136
uc011ivt.2	NM_001206932
uc011ivx.2	NM_001206966
uc011ivy.2	NM_001206934
uc011ivz.2	NM_001206954
uc011iwa.2	NM_001206954
uc011iwb.1	NM_002586
uc011iwc.2	NM_002586
uc011iwd.2	NM_001276501
uc011iwf.2	NM_022107
uc011iwg.2	NM_004557
uc011iwh.2	NM_004557
uc011iwi.2	NM_004557
uc011iwj.2	NM_004557
uc011iwk.2	NM_004557
uc011iwl.1	NM_004557
uc011iwm.2	NM_004557
uc011iwp.2	NM_006781
uc011iwq.2	NM_006781
uc021zuw.1	NM_006781
uc011iws.2	NM_006781
uc011iwt.1	NM_006781
uc011iwu.2	NM_019602
uc011iwv.2	NM_019602
uc011iww.3	NM_019602
uc011iwx.2	NM_019602
uc021zuy.1	NM_001243965
uc011ixb.2	NM_002124
uc011ixc.1	NM_002124
uc021zuz.1	NM_001243965
uc011ixe.1	NM_001243965
uc011ixi.2	NM_001243962
uc011ixj.2	NM_001243962
uc011ixk.2	NM_001243962
uc011ixm.2	NM_001198858
uc011ixn.1	NM_001198858
uc011ixo.1	NM_018833
uc011ixp.2	NM_018833
uc011ixq.2	NM_000544
uc011ixr.2	NM_148919
uc011ixs.2	NM_004159
uc011ixt.2	NM_148919
uc011ixu.2	NM_000593
uc011ixv.2	NM_000593
uc011iyb.2	NM_002118
uc011iyc.2	NM_002118
uc011iyd.2	NM_002118
uc011iye.2	NM_002118
uc011iyf.2	NM_002118
uc011iya.2	NM_002118
uc011iyg.2	NM_002118
uc011iyh.1	NM_006120
uc011iyi.1	NM_006120
uc011iyp.2	NM_002119
uc011iyq.2	NM_002119
uc011iyr.2	NM_002119
uc011iys.2	NM_033554
uc021zvh.1	NM_001242524
uc021zvi.1	NM_001242525
uc011iyt.2	NM_033554
uc011izb.1	NM_080679
uc011izc.1	NM_080680
uc011izd.1	NM_080681
uc011ize.1	NM_080679
uc011izf.2	NM_001163771
uc011izg.3	NM_021976
uc011izh.3	NM_001270401
uc011izj.3	NM_001270401
uc011izk.2	NM_021976
uc011izl.1	NM_021976
uc011izm.2	NM_021976
uc011izn.2	NM_021976
uc011izy.2	NM_022553
uc011izz.2	NM_022553
uc011jaa.1	NM_022553
uc011jab.1	NM_022553
uc011jac.1	NM_022553
uc011jah.2	NM_005452
uc011jai.2	NM_001164267
uc011jaj.1	NM_001164267
uc011jam.2	NM_001243738
uc011jan.2	NM_001243738
uc011jao.2	NM_004761
uc011jap.2	NM_001243738
uc011jaq.2	NM_001243738
uc011jar.2	NM_003190
uc011jav.2	NM_172209
uc011jau.2	NM_172208
uc011jat.2	NM_172208
uc011jaw.2	NM_003190
uc011jax.2	NM_005453
uc011jay.2	NM_001145338
uc021zvn.1	NM_001350
uc021zvo.1	NM_001350
uc011jaz.2	NM_001254717
uc011jba.2	NM_001350
uc011jbb.2	NM_001141970
uc011jbc.2	NM_001141969
uc011jbd.1	NM_001350
uc021zir.1	NM_001195202
uc011ehq.2	NM_001005216
uc011ehr.2	NM_030905
uc011ehs.2	NM_030946
uc011ehv.2	NM_013941
uc011ehw.2	NM_030883
uc021zis.1	NR_037181
uc011eib.2	NR_037179
uc021zit.1	NR_037180
uc011eie.2	NR_003049
uc011eif.1	NM_007160
uc011eil.2	NM_001008229
uc011eim.2	NM_001170418
uc011ein.2	NM_001170418
uc011eio.2	NM_206809
uc011eir.2	NM_206814
uc011eiq.2	NM_206809
uc011eit.2	NM_001170418
uc011eis.2	NM_001170418
uc011eiv.2	NM_002433
uc011eiw.2	NM_206809
uc011eix.2	NM_206811
uc011eiz.2	NM_001008228
uc011eiy.2	NM_206810
uc011eja.2	NM_206812
uc011ejb.2	NM_001008229
uc011eje.1	NM_001207043
uc011ejf.2	NM_001207043
uc011ejg.2	NM_001207043
uc021ziv.1	NM_001207043
uc011eji.2	NR_001434
uc021ziw.1	NR_001434
uc021zix.1	NM_002116
uc011ejn.2	NM_002116
uc011ejo.2	NM_001242758
uc011ejp.2	NM_002116
uc011ejq.2	NM_001242758
uc011ejv.2	NM_002116
uc011ejw.2	NM_002116
uc011ejy.2	NR_024240
uc011ejz.1	NR_024240
uc011eka.2	NR_024240
uc011ekd.2	NM_014596
uc011eke.2	NM_170783
uc011ekf.2	NM_021959
uc011ekg.2	NM_021959
uc011ekh.2	NM_021959
uc011ekn.1	NM_138700
uc011eko.1	NM_138700
uc011ekr.2	NM_033229
uc011ekz.2	NM_172016
uc011ela.2	NM_021253
uc011elb.2	NM_172016
uc011elc.2	NM_172016
uc011eld.2	NM_001199119
uc011elf.2	NM_024839
uc011elg.2	NM_001199121
uc021zja.1	NM_001199120
uc011ele.2	NM_024839
uc011elx.2	NM_178014
uc011ely.2	NM_178014
uc011emb.1	NM_001010909
uc011emc.1	NM_001010909
uc011emd.1	NM_001010909
uc021zjb.1	NM_001198815
uc021zjc.1	NM_001198815
uc011emf.2	NR_003948
uc021zjd.1	NR_003948
uc011emg.2	NM_005931
uc031sro.1	NM_005931
uc021zje.1	NM_005931
uc011emh.2	NM_005931
uc011emi.2	NM_005931
uc011emj.1	NM_001011700
uc011emr.2	NM_000594
uc021zjf.1	NM_205839
uc011enf.2	NM_205838
uc011emw.2	NR_029461
uc011emx.2	NR_029462
uc011emy.2	NM_205837
uc011emz.2	NM_001166538
uc011ene.2	NM_205840
uc021zjg.1	NM_001166538
uc011ena.2	NM_001166538
uc011enb.2	NM_007161
uc011end.2	NM_205840
uc011enc.2	NM_001166538
uc011eng.2	NM_205838
uc011enk.1	NM_025259
uc011enn.1	NM_025259
uc011enm.1	NM_172165
uc011eno.2	NR_037846
uc011enz.2	NM_005345
uc011eod.1	NM_005346
uc011eoe.2	NM_001040437
uc011eof.2	NM_001040438
uc011eog.2	NM_001040438
uc011eoh.1	NR_002745
uc011eoi.2	NR_002742
uc011epf.2	NM_138717
uc011epg.2	NM_005155
uc011epj.2	NM_001204103
uc021zjl.1	NR_037861
uc011epi.2	NM_005155
uc011epl.1	NM_005155
uc011epm.1	NM_030652
uc011epn.1	NM_030652
uc011epw.2	NM_006913
uc031srp.1	NM_006913
uc021zjt.1	NR_044996
uc011erk.2	NM_020056
uc021zju.1	NR_037175
uc021zjv.1	NR_037173
uc021zjw.1	NR_037176
uc021zjx.1	NR_037174
uc011erz.2	NM_002800
uc011esa.2	NM_002800
uc011esc.2	NR_037177
uc021zjy.1	NR_037178
uc011esp.2	NM_002121
uc011esq.2	NM_002121
uc011esr.2	NM_002121
uc021zkb.1	NR_001435
uc011ess.1	NM_002121
uc011est.1	NR_001435
uc011esu.1	NR_001435
uc011ehh.1	NR_033379
uc011ehi.2	NM_006510
uc011ehj.2	NM_006510
uc011ehk.1	NM_006510
uc011ehl.1	NM_001010877
uc011ehm.1	NM_001010877
uc011ehn.1	NM_001010877
uc011eho.1	NM_030903
uc011ehp.2	NM_001005226
uc011eht.1	NM_013937
uc011eia.2	NM_052967
uc011eic.2	NM_006398
uc011eid.2	NM_021903
uc011eig.2	NM_021903
uc011eih.2	NM_001470
uc011eii.2	NM_021904
uc011eij.2	NM_021903
uc011eik.1	NM_001470
uc011ejc.2	NM_001109809
uc011ejl.1	NR_001317
uc011ejx.2	NR_026751
uc011ekb.1	NR_026751
uc011ekc.2	NR_026751
uc011eki.2	NM_170769
uc011ekj.2	NM_025236
uc011ekk.1	NM_007028
uc011ekp.2	NM_052828
uc011ekq.2	NM_006778
uc011eks.2	NM_003449
uc011ekt.2	NM_003449
uc011ekv.2	NM_001242783
uc011eku.2	NM_003449
uc011ekw.1	NM_003449
uc031srf.1	NR_052012
uc011eky.2	NR_024053
uc031srg.1	NR_102326
uc031srh.1	NR_102327
uc011elh.2	NM_005275
uc011eli.2	NM_005275
uc011elj.1	NM_001164239
uc011elk.1	NM_001164239
uc011ell.1	NM_003587
uc011elm.1	NM_001134870
uc011eln.1	NM_133471
uc031sri.1	NM_001270709
uc031srj.1	NM_001270707
uc031srk.1	NM_001270709
uc031srl.1	NM_007243
uc031srm.1	NM_001270708
uc031srn.1	NM_001270710
uc011elq.2	NM_001270710
uc011elo.2	NM_007243
uc011elr.2	NM_014641
uc011els.2	NM_014641
uc011elt.1	NM_014641
uc011elu.1	NM_014641
uc011elv.1	NM_014641
uc011elz.2	NM_005803
uc011eml.2	NM_080598
uc011emm.2	NM_080598
uc011emo.1	NM_080598
uc011emp.1	NR_003140
uc011emq.1	NM_080598
uc011ems.2	NM_002341
uc011emt.2	NM_009588
uc011enh.1	NM_147130
uc011eni.1	NM_001145466
uc011enj.1	NM_001145467
uc011enq.2	NM_025258
uc011enr.1	NM_025258
uc011ens.1	NM_025258
uc011ent.2	NM_006295
uc011enu.1	NM_006295
uc011env.1	NM_006295
uc011enw.2	NM_021177
uc011enx.2	NM_005527
uc011eny.2	NM_005527
uc011eoj.2	NM_000434
uc011eop.2	NM_001178045
uc011eoo.2	NM_025257
uc011eoq.2	NM_001178044
uc011eot.2	NM_025256
uc011eou.2	NM_006709
uc011eov.2	NM_025256
uc011eow.2	NM_006709
uc011eox.2	NM_025256
uc011eoy.1	NM_025256
uc011epb.2	NM_030651
uc011epc.2	NM_030651
uc011epd.2	NM_030651
uc021zji.1	NR_037171
uc021zjj.1	NR_037170
uc011epe.2	NR_037172
uc021zjk.1	NR_037169
uc011epp.2	NM_006411
uc011epq.2	NM_006411
uc011eps.2	NM_032741
uc011ept.2	NM_032741
uc011epu.1	NM_032741
uc011epv.2	NM_006411
uc021zjm.1	NR_038190
uc021zjn.1	NR_038190
uc011eqh.2	NM_001206934
uc011eqf.2	NM_172197
uc011eqd.2	NM_001206954
uc011eqi.2	NM_001206936
uc021zjo.1	NR_038190
uc011eqk.2	NM_001206954
uc021zjp.1	NR_038190
uc021zjq.1	NM_001206966
uc011eqa.2	NM_001206936
uc011epz.2	NM_001136
uc011eqg.2	NM_001206929
uc021zjr.1	NM_001206966
uc011eqe.2	NM_001136
uc011eqm.2	NM_001206940
uc011eql.2	NM_001206936
uc011eqb.2	NM_001136
uc011eqc.2	NM_001206954
uc011epy.2	NM_001136
uc011eqj.2	NM_001206932
uc011eqn.2	NM_001206966
uc011eqo.2	NM_001206934
uc011eqp.2	NM_001206954
uc011eqq.2	NM_001206954
uc011eqr.1	NM_002586
uc011eqs.2	NM_002586
uc011eqt.2	NM_001276501
uc011eqv.2	NM_022107
uc011eqw.2	NM_004557
uc011eqx.2	NM_004557
uc011eqy.2	NM_004557
uc011eqz.2	NM_004557
uc011era.1	NM_004557
uc021zjs.1	NM_006781
uc011erd.2	NM_006781
uc011erc.1	NM_006781
uc011ere.1	NM_019602
uc011erf.1	NM_019602
uc011erg.2	NM_019602
uc011erh.1	NM_019602
uc011eri.2	NM_001243965
uc011erj.1	NM_001243965
uc011erm.2	NM_001198858
uc011ern.1	NM_001198858
uc011ero.2	NM_002120
uc011erp.1	NM_018833
uc011erq.1	NM_002120
uc011err.1	NM_018833
uc011ers.2	NM_000544
uc011ert.1	NM_000544
uc011eru.2	NM_148919
uc011erv.2	NM_004159
uc011erw.2	NM_148919
uc011erx.2	NM_000593
uc011ery.2	NM_000593
uc011ese.2	NM_002118
uc011esf.2	NM_002118
uc011esg.2	NM_002118
uc011esh.2	NM_002118
uc011esi.2	NM_002118
uc011esd.2	NM_002118
uc011esj.2	NM_002118
uc011esk.1	NM_006120
uc011esl.1	NM_006120
uc011esm.2	NM_033554
uc021zjz.1	NM_001242524
uc021zka.1	NM_001242525
uc011esn.2	NM_033554
uc021zoo.1	NM_001195202
uc011god.2	NM_001005216
uc011goe.2	NM_030905
uc011gof.2	NM_030946
uc011goi.2	NM_013936
uc011gol.2	NM_013941
uc011gom.2	NM_030883
uc021zop.1	NR_037181
uc011goq.2	NR_037179
uc021zoq.1	NR_037180
uc011got.2	NR_003049
uc011gou.1	NM_007160
uc011gpa.2	NM_001008229
uc011gpb.2	NM_001170418
uc011gpc.2	NM_001170418
uc011gpd.2	NM_206809
uc011gpg.2	NM_206814
uc011gpf.2	NM_206809
uc011gpi.2	NM_001170418
uc011gph.2	NM_001170418
uc011gpk.2	NM_002433
uc011gpl.2	NM_206809
uc011gpm.2	NM_206811
uc011gpo.2	NM_001008228
uc011gpn.2	NM_206810
uc011gpp.2	NM_206812
uc011gpq.2	NM_001008229
uc031sth.1	NM_018950
uc011gpt.2	NM_018950
uc011gpu.2	NM_001098478
uc011gpv.2	NM_001098479
uc011gpw.1	NM_018950
uc011gpx.1	NM_001098479
uc011gqd.1	NM_001207043
uc011gqe.2	NM_001207043
uc011gqg.1	NM_002127
uc011gqi.1	NM_002127
uc011gqh.1	NM_002127
uc011gqk.1	NM_002127
uc011gql.1	NM_002127
uc011gqj.1	NM_002127
uc011gqm.3	NM_002127
uc011gqn.1	NM_002127
uc011gqo.2	NR_001434
uc011gqp.2	NR_001434
uc011gqw.2	NM_002116
uc011gqx.2	NM_002116
uc011gqy.2	NM_002116
uc011grc.2	NR_028032
uc011gre.2	NR_024240
uc011grg.2	NR_024240
uc011grf.2	NR_024240
uc011grj.2	NM_014596
uc011grk.2	NM_170783
uc011grl.2	NM_021959
uc011grm.2	NM_021959
uc011grn.2	NM_021959
uc011grt.1	NM_138700
uc011grv.1	NM_138700
uc011gry.2	NM_033229
uc011gse.1	NR_027822
uc011gsf.1	NR_027822
uc011gsj.2	NM_172016
uc011gsk.2	NM_021253
uc011gsl.2	NM_172016
uc011gsm.2	NM_172016
uc011gsn.2	NM_001199119
uc011gsp.2	NM_024839
uc011gsq.2	NM_001199121
uc021zot.1	NM_001199120
uc011gso.2	NM_024839
uc011gsr.2	NM_005516
uc011gss.2	NM_005516
uc011gst.2	NM_005516
uc011gsy.2	NM_025263
uc011gsz.2	NM_001077497
uc011gta.1	NM_001025091
uc011gtb.2	NM_001025091
uc011gtc.2	NM_001090
uc021zou.1	NR_030615
uc011gtg.1	NM_014046
uc011gth.1	NM_014046
uc011gtj.2	NM_024909
uc011gtl.2	NM_001254952
uc011gtk.2	NM_001031722
uc011gtm.2	NM_024909
uc011gtp.2	NM_001031722
uc011gtq.2	NM_001031722
uc011gtr.2	NM_001161376
uc011gts.2	NM_001109938
uc011gtt.2	NM_145029
uc011gui.2	NM_178014
uc011guj.2	NM_178014
uc011gun.2	NM_001954
uc011guo.2	NM_001954
uc011gup.2	NM_013993
uc011guq.2	NM_013993
uc011gur.2	NM_001954
uc011gus.2	NM_001202523
uc011gut.2	NM_001202521
uc011guu.2	NM_001954
uc011guv.1	NM_001202522
uc011guw.2	NM_013994
uc011guy.2	NM_001202522
uc011guz.2	NM_001202521
uc021zov.1	NR_039783
uc011gux.1	NM_001202522
uc011gvb.1	NM_001517
uc011gvc.1	NM_001517
uc011gve.1	NM_001517
uc011gvg.2	NM_001167733
uc011gvh.2	NM_001167734
uc011gvi.2	NM_020442
uc011gvj.2	NM_001167733
uc011gvk.2	NM_001167734
uc011gvl.2	NM_020442
uc011gvm.2	NM_020442
uc011gvn.2	NM_020442
uc011gvo.2	NM_001167733
uc011gvp.2	NM_001167733
uc011gvq.2	NM_001167733
uc021zow.1	NM_001198815
uc021zox.1	NM_001198815
uc011gvs.1	NM_001010909
uc011gvt.1	NM_001010909
uc011gvv.2	NR_003948
uc021zoy.1	NR_003948
uc011gvx.2	NM_014068
uc011gvy.2	NM_014068
uc011gwa.2	NM_014068
uc011gwh.2	NM_001077511
uc011gwi.2	NM_007109
uc031str.1	NM_005931
uc011gxg.2	NM_005931
uc021zpd.1	NR_036523
uc021zpe.1	NM_005931
uc011gxd.2	NR_036524
uc021zpf.1	NM_000247
uc011gxh.2	NM_005931
uc011gxf.2	NM_005931
uc021zpg.1	NM_005931
uc011gxi.1	NM_001011700
uc011gxz.2	NM_001144963
uc011gya.2	NM_001144962
uc011gyb.1	NM_001144962
uc011gyd.2	NM_001144961
uc011gyc.2	NM_005007
uc011gye.2	NM_001159740
uc011gyf.2	NM_000595
uc011gyg.2	NM_000595
uc011gyh.2	NM_001159740
uc011gyi.2	NM_000595
uc011gyj.2	NM_000595
uc011gyk.3	NM_000594
uc011gyl.2	NM_000594
uc021zpi.1	NM_205839
uc011gyz.2	NM_205838
uc011gyq.2	NR_029461
uc011gyr.2	NR_029462
uc011gys.2	NM_205837
uc011gyt.2	NM_001166538
uc011gyy.2	NM_205840
uc021zpj.1	NM_001166538
uc011gyu.2	NM_001166538
uc011gyv.2	NM_007161
uc011gyx.2	NM_205840
uc011gyw.2	NM_001166538
uc011gza.2	NM_205838
uc011gze.1	NM_080686
uc011gzf.2	NM_080686
uc011gzg.2	NM_004638
uc011gzh.2	NR_002971
uc031sts.1	NR_045828
uc011gzp.3	NM_001256169
uc011gzq.2	NM_019101
uc011gzw.1	NM_001320
uc011gzx.2	NM_001320
uc021zpl.1	NM_001320
uc011gzy.1	NM_001320
uc031stt.1	NM_001320
uc031stu.1	NM_001320
uc031stv.1	NM_001320
uc031stw.1	NM_021221
uc031stx.1	NM_021221
uc031sty.1	NM_021221
uc011haa.1	NM_021221
uc011hal.1	NM_001003693
uc011ham.1	NM_001003693
uc011har.1	NM_021246
uc011has.1	NM_021246
uc021zpn.1	NM_138272
uc011hav.2	NM_138272
uc011haw.2	NM_025260
uc011hax.2	NM_138275
uc011hay.2	NM_138273
uc011haz.2	NM_138274
uc011hba.2	NM_138277
uc011hbf.2	NM_025259
uc011hbg.2	NM_172166
uc011hbh.2	NM_172166
uc011hbn.2	NM_000063
uc011hbo.2	NM_000063
uc011hbp.2	NM_001145903
uc011hbq.2	NM_001178063
uc011hbs.1	NM_001710
uc011hbt.1	NM_001145903
uc011hbu.2	NR_073063
uc021zpo.2	NM_001178063
uc011hbv.2	NM_001178063
uc011hbw.1	NM_001710
uc011hbx.1	NM_001710
uc011hby.1	NM_001710
uc011hce.2	NM_138717
uc011hcf.2	NM_005155
uc011hci.2	NM_001204103
uc021zps.1	NR_037861
uc011hch.2	NM_005155
uc011hck.1	NM_005155
uc011hcl.1	NM_030652
uc011hcm.1	NM_030652
uc011hcv.2	NM_006913
uc031stz.1	NM_006913
uc021zqd.1	NR_044996
uc011hek.2	NM_019111
uc021zqi.1	NM_020056
uc021zqj.1	NR_037175
